date,city,state,store_id,product_id,base_price,promotional_discount,promotion_type,final_price
01-02-2023,Mumbai,Maharashtra,MUM_23,P001,144.52,0,None,144.52
01-02-2023,Mumbai,Maharashtra,MUM_24,P001,137.22,6.86,Buy One Get One Free,130.36
01-02-2023,Mumbai,Maharashtra,MUM_25,P001,147.99,0,None,147.99
01-02-2023,Mumbai,Maharashtra,MUM_26,P001,136.79,13.68,Percentage Discount,123.11
01-02-2023,Mumbai,Maharashtra,MUM_27,P001,134.98,6.75,None,128.23
01-02-2023,Mumbai,Maharashtra,MUM_28,P001,137.28,20.59,None,116.69
01-02-2023,Mumbai,Maharashtra,MUM_29,P001,144.6,0,None,144.6
01-02-2023,Mumbai,Maharashtra,MUM_30,P001,144.29,14.43,None,129.86
01-03-2023,Mumbai,Maharashtra,MUM_01,P001,135.93,0,None,135.93
01-03-2023,Mumbai,Maharashtra,MUM_02,P001,135.37,13.54,Buy One Get One Free,121.83
01-03-2023,Mumbai,Maharashtra,MUM_03,P001,140.18,21.03,Percentage Discount,119.15
01-03-2023,Mumbai,Maharashtra,MUM_04,P001,138.33,6.92,Buy One Get One Free,131.41
01-03-2023,Mumbai,Maharashtra,MUM_05,P001,147.17,0,None,147.17
01-03-2023,Mumbai,Maharashtra,MUM_06,P001,142.29,7.11,None,135.18
01-03-2023,Mumbai,Maharashtra,MUM_07,P001,147.85,22.18,None,125.67
01-03-2023,Mumbai,Maharashtra,MUM_08,P001,138.5,6.93,Buy One Get One Free,131.57
01-03-2023,Mumbai,Maharashtra,MUM_09,P001,135.57,20.34,None,115.23
01-03-2023,Mumbai,Maharashtra,MUM_10,P001,137.77,6.89,Buy One Get One Free,130.88
01-03-2023,Mumbai,Maharashtra,MUM_11,P001,144.11,21.62,Buy One Get One Free,122.49
01-03-2023,Mumbai,Maharashtra,MUM_12,P001,137.71,0,None,137.71
01-03-2023,Mumbai,Maharashtra,MUM_13,P001,135.35,13.54,None,121.81
01-03-2023,Mumbai,Maharashtra,MUM_14,P001,139.36,20.9,Percentage Discount,118.46
01-03-2023,Mumbai,Maharashtra,MUM_15,P001,147.99,14.8,Buy One Get One Free,133.19
01-03-2023,Mumbai,Maharashtra,MUM_16,P001,135.8,20.37,Percentage Discount,115.43
01-03-2023,Mumbai,Maharashtra,MUM_17,P001,135.42,0,None,135.42
01-03-2023,Mumbai,Maharashtra,MUM_18,P001,145.51,7.28,None,138.23
01-03-2023,Mumbai,Maharashtra,MUM_19,P001,138.76,13.88,Buy One Get One Free,124.88
01-03-2023,Mumbai,Maharashtra,MUM_20,P001,134.63,13.46,Percentage Discount,121.17
01-03-2023,Mumbai,Maharashtra,MUM_21,P001,144.51,21.68,Buy One Get One Free,122.83
01-03-2023,Mumbai,Maharashtra,MUM_22,P001,142.61,14.26,None,128.35
01-03-2023,Mumbai,Maharashtra,MUM_23,P001,144.73,21.71,None,123.02
01-03-2023,Mumbai,Maharashtra,MUM_24,P001,143.73,0,None,143.73
01-03-2023,Mumbai,Maharashtra,MUM_25,P001,139.14,13.91,None,125.23
01-03-2023,Mumbai,Maharashtra,MUM_26,P001,140.37,21.06,Percentage Discount,119.31
01-03-2023,Mumbai,Maharashtra,MUM_27,P001,136.82,13.68,None,123.14
01-03-2023,Mumbai,Maharashtra,MUM_28,P001,135.08,6.75,None,128.33
01-03-2023,Mumbai,Maharashtra,MUM_29,P001,141,21.15,Buy One Get One Free,119.85
01-03-2023,Mumbai,Maharashtra,MUM_30,P001,142.59,14.26,Buy One Get One Free,128.33
01-04-2023,Mumbai,Maharashtra,MUM_01,P001,147.21,22.08,Percentage Discount,125.13
01-04-2023,Mumbai,Maharashtra,MUM_02,P001,144.77,0,None,144.77
01-04-2023,Mumbai,Maharashtra,MUM_03,P001,144.51,14.45,Percentage Discount,130.06
01-04-2023,Mumbai,Maharashtra,MUM_04,P001,144.06,14.41,Buy One Get One Free,129.65
01-04-2023,Mumbai,Maharashtra,MUM_05,P001,139.39,6.97,Percentage Discount,132.42
01-04-2023,Mumbai,Maharashtra,MUM_06,P001,143.53,14.35,None,129.18
01-04-2023,Mumbai,Maharashtra,MUM_07,P001,140.35,7.02,None,133.33
01-04-2023,Mumbai,Maharashtra,MUM_08,P001,144.2,14.42,None,129.78
01-04-2023,Mumbai,Maharashtra,MUM_09,P001,134.87,0,None,134.87
01-04-2023,Mumbai,Maharashtra,MUM_10,P001,144.01,7.2,Buy One Get One Free,136.81
01-04-2023,Mumbai,Maharashtra,MUM_11,P001,146.03,14.6,Percentage Discount,131.43
01-04-2023,Mumbai,Maharashtra,MUM_12,P001,137.36,0,None,137.36
01-04-2023,Mumbai,Maharashtra,MUM_13,P001,142.71,0,None,142.71
01-04-2023,Mumbai,Maharashtra,MUM_14,P001,136.92,6.85,Percentage Discount,130.07
01-04-2023,Mumbai,Maharashtra,MUM_15,P001,147.22,22.08,None,125.14
01-04-2023,Mumbai,Maharashtra,MUM_16,P001,136.89,20.53,None,116.36
01-04-2023,Mumbai,Maharashtra,MUM_17,P001,144.04,21.61,Buy One Get One Free,122.43
01-04-2023,Mumbai,Maharashtra,MUM_18,P001,134.32,20.15,Buy One Get One Free,114.17
01-04-2023,Mumbai,Maharashtra,MUM_19,P001,137.53,6.88,Percentage Discount,130.65
01-04-2023,Mumbai,Maharashtra,MUM_20,P001,143.37,21.51,None,121.86
01-04-2023,Mumbai,Maharashtra,MUM_21,P001,134.26,0,None,134.26
01-04-2023,Mumbai,Maharashtra,MUM_22,P001,135.05,6.75,Buy One Get One Free,128.3
01-04-2023,Mumbai,Maharashtra,MUM_23,P001,146.81,14.68,Percentage Discount,132.13
01-04-2023,Mumbai,Maharashtra,MUM_24,P001,140.82,0,None,140.82
01-04-2023,Mumbai,Maharashtra,MUM_25,P001,145.73,14.57,Buy One Get One Free,131.16
01-04-2023,Mumbai,Maharashtra,MUM_26,P001,145.41,7.27,Buy One Get One Free,138.14
01-04-2023,Mumbai,Maharashtra,MUM_27,P001,139.82,13.98,Percentage Discount,125.84
01-04-2023,Mumbai,Maharashtra,MUM_28,P001,135.67,13.57,Buy One Get One Free,122.1
01-04-2023,Mumbai,Maharashtra,MUM_29,P001,136.11,0,None,136.11
01-04-2023,Mumbai,Maharashtra,MUM_30,P001,147.99,14.8,Percentage Discount,133.19
01-05-2023,Mumbai,Maharashtra,MUM_01,P001,136.12,0,None,136.12
01-05-2023,Mumbai,Maharashtra,MUM_02,P001,139.01,20.85,Buy One Get One Free,118.16
01-05-2023,Mumbai,Maharashtra,MUM_03,P001,147.49,14.75,Buy One Get One Free,132.74
01-05-2023,Mumbai,Maharashtra,MUM_04,P001,134.41,0,None,134.41
01-05-2023,Mumbai,Maharashtra,MUM_05,P001,136.69,6.83,None,129.86
01-05-2023,Mumbai,Maharashtra,MUM_06,P001,138.32,20.75,None,117.57
01-05-2023,Mumbai,Maharashtra,MUM_07,P001,146.05,7.3,None,138.75
01-05-2023,Mumbai,Maharashtra,MUM_08,P001,134.76,20.21,None,114.55
01-05-2023,Mumbai,Maharashtra,MUM_09,P001,143.48,14.35,Percentage Discount,129.13
01-05-2023,Mumbai,Maharashtra,MUM_10,P001,142.64,14.26,Buy One Get One Free,128.38
01-05-2023,Mumbai,Maharashtra,MUM_11,P001,145.01,0,None,145.01
01-05-2023,Mumbai,Maharashtra,MUM_12,P001,140.21,0,None,140.21
01-05-2023,Mumbai,Maharashtra,MUM_13,P001,135.32,13.53,Percentage Discount,121.79
01-05-2023,Mumbai,Maharashtra,MUM_14,P001,140.38,7.02,Buy One Get One Free,133.36
01-05-2023,Mumbai,Maharashtra,MUM_15,P001,146,0,None,146
01-05-2023,Mumbai,Maharashtra,MUM_16,P001,139.43,0,None,139.43
01-05-2023,Mumbai,Maharashtra,MUM_17,P001,142.43,0,None,142.43
01-05-2023,Mumbai,Maharashtra,MUM_18,P001,137.75,20.66,None,117.09
01-05-2023,Mumbai,Maharashtra,MUM_19,P001,141.09,7.05,Buy One Get One Free,134.04
01-05-2023,Mumbai,Maharashtra,MUM_20,P001,146.22,14.62,Buy One Get One Free,131.6
01-05-2023,Mumbai,Maharashtra,MUM_21,P001,142.64,21.4,Buy One Get One Free,121.24
01-05-2023,Mumbai,Maharashtra,MUM_22,P001,138.71,20.81,Percentage Discount,117.9
01-05-2023,Mumbai,Maharashtra,MUM_23,P001,146.58,21.99,None,124.59
01-05-2023,Mumbai,Maharashtra,MUM_24,P001,146.11,14.61,Percentage Discount,131.5
01-05-2023,Mumbai,Maharashtra,MUM_25,P001,136.86,0,None,136.86
01-05-2023,Mumbai,Maharashtra,MUM_26,P001,137.2,0,None,137.2
01-05-2023,Mumbai,Maharashtra,MUM_27,P001,145.4,21.81,Buy One Get One Free,123.59
01-05-2023,Mumbai,Maharashtra,MUM_28,P001,146.25,21.94,Buy One Get One Free,124.31
01-05-2023,Mumbai,Maharashtra,MUM_29,P001,137.49,6.87,Buy One Get One Free,130.62
01-05-2023,Mumbai,Maharashtra,MUM_30,P001,134.89,0,None,134.89
01-06-2023,Mumbai,Maharashtra,MUM_01,P001,139.09,20.86,None,118.23
01-06-2023,Mumbai,Maharashtra,MUM_02,P001,135.47,0,None,135.47
01-06-2023,Mumbai,Maharashtra,MUM_03,P001,137.66,20.65,Buy One Get One Free,117.01
01-06-2023,Mumbai,Maharashtra,MUM_04,P001,136.65,6.83,Buy One Get One Free,129.82
01-06-2023,Mumbai,Maharashtra,MUM_05,P001,142.94,0,None,142.94
01-06-2023,Mumbai,Maharashtra,MUM_06,P001,146.63,21.99,Percentage Discount,124.64
01-06-2023,Mumbai,Maharashtra,MUM_07,P001,138.22,20.73,Percentage Discount,117.49
01-06-2023,Mumbai,Maharashtra,MUM_08,P001,138.01,0,None,138.01
01-06-2023,Mumbai,Maharashtra,MUM_09,P001,147.41,0,None,147.41
01-06-2023,Mumbai,Maharashtra,MUM_10,P001,144.37,21.66,Percentage Discount,122.71
01-06-2023,Mumbai,Maharashtra,MUM_11,P001,139.54,20.93,Buy One Get One Free,118.61
01-06-2023,Mumbai,Maharashtra,MUM_12,P001,141.04,14.1,Percentage Discount,126.94
01-06-2023,Mumbai,Maharashtra,MUM_13,P001,140.06,0,None,140.06
01-06-2023,Mumbai,Maharashtra,MUM_14,P001,145.97,0,None,145.97
01-06-2023,Mumbai,Maharashtra,MUM_15,P001,137.19,20.58,None,116.61
01-06-2023,Mumbai,Maharashtra,MUM_16,P001,144.05,14.41,Buy One Get One Free,129.64
01-06-2023,Mumbai,Maharashtra,MUM_17,P001,139.77,0,None,139.77
01-06-2023,Mumbai,Maharashtra,MUM_18,P001,142.07,0,None,142.07
01-06-2023,Mumbai,Maharashtra,MUM_19,P001,141.74,0,None,141.74
01-06-2023,Mumbai,Maharashtra,MUM_20,P001,145.82,14.58,None,131.24
01-06-2023,Mumbai,Maharashtra,MUM_21,P001,145.45,0,None,145.45
01-06-2023,Mumbai,Maharashtra,MUM_22,P001,141.43,21.21,Buy One Get One Free,120.22
01-06-2023,Mumbai,Maharashtra,MUM_23,P001,145.27,21.79,Buy One Get One Free,123.48
01-06-2023,Mumbai,Maharashtra,MUM_24,P001,139.85,0,None,139.85
01-06-2023,Mumbai,Maharashtra,MUM_25,P001,136.26,20.44,Buy One Get One Free,115.82
01-06-2023,Mumbai,Maharashtra,MUM_26,P001,137.99,20.7,Buy One Get One Free,117.29
01-06-2023,Mumbai,Maharashtra,MUM_27,P001,144.51,21.68,Buy One Get One Free,122.83
01-06-2023,Mumbai,Maharashtra,MUM_28,P001,145.12,14.51,Buy One Get One Free,130.61
01-06-2023,Mumbai,Maharashtra,MUM_29,P001,136.03,13.6,Percentage Discount,122.43
01-06-2023,Mumbai,Maharashtra,MUM_30,P001,143.85,7.19,None,136.66
01-07-2023,Mumbai,Maharashtra,MUM_01,P001,144.67,0,None,144.67
01-07-2023,Mumbai,Maharashtra,MUM_02,P001,140.99,14.1,Percentage Discount,126.89
01-07-2023,Mumbai,Maharashtra,MUM_03,P001,138.64,20.8,None,117.84
01-07-2023,Mumbai,Maharashtra,MUM_04,P001,142.35,7.12,None,135.23
01-07-2023,Mumbai,Maharashtra,MUM_05,P001,143.86,21.58,Percentage Discount,122.28
01-07-2023,Mumbai,Maharashtra,MUM_06,P001,148.17,0,None,148.17
01-07-2023,Mumbai,Maharashtra,MUM_07,P001,143.18,21.48,None,121.7
01-07-2023,Mumbai,Maharashtra,MUM_08,P001,138.55,0,None,138.55
01-07-2023,Mumbai,Maharashtra,MUM_09,P001,138.26,20.74,None,117.52
01-07-2023,Mumbai,Maharashtra,MUM_10,P001,148.24,7.41,Percentage Discount,140.83
01-07-2023,Mumbai,Maharashtra,MUM_11,P001,142.45,14.24,None,128.21
01-07-2023,Mumbai,Maharashtra,MUM_12,P001,144.21,21.63,Percentage Discount,122.58
01-07-2023,Mumbai,Maharashtra,MUM_13,P001,134.28,13.43,Buy One Get One Free,120.85
01-07-2023,Mumbai,Maharashtra,MUM_14,P001,147.36,0,None,147.36
01-07-2023,Mumbai,Maharashtra,MUM_15,P001,138.46,6.92,Buy One Get One Free,131.54
01-07-2023,Mumbai,Maharashtra,MUM_16,P001,140.41,7.02,Buy One Get One Free,133.39
01-07-2023,Mumbai,Maharashtra,MUM_17,P001,147.87,7.39,Percentage Discount,140.48
01-07-2023,Mumbai,Maharashtra,MUM_18,P001,143.08,0,None,143.08
01-07-2023,Mumbai,Maharashtra,MUM_19,P001,139.43,13.94,Percentage Discount,125.49
01-07-2023,Mumbai,Maharashtra,MUM_20,P001,141.57,7.08,Buy One Get One Free,134.49
01-07-2023,Mumbai,Maharashtra,MUM_21,P001,140.18,0,None,140.18
01-07-2023,Mumbai,Maharashtra,MUM_22,P001,139.59,13.96,Percentage Discount,125.63
01-07-2023,Mumbai,Maharashtra,MUM_23,P001,136.06,0,None,136.06
01-07-2023,Mumbai,Maharashtra,MUM_24,P001,148.22,22.23,None,125.99
01-07-2023,Mumbai,Maharashtra,MUM_25,P001,146.9,7.35,Percentage Discount,139.55
01-07-2023,Mumbai,Maharashtra,MUM_26,P001,140.86,21.13,Buy One Get One Free,119.73
01-07-2023,Mumbai,Maharashtra,MUM_27,P001,146.94,14.69,Buy One Get One Free,132.25
01-07-2023,Mumbai,Maharashtra,MUM_28,P001,142.82,14.28,Buy One Get One Free,128.54
01-07-2023,Mumbai,Maharashtra,MUM_29,P001,147.47,0,None,147.47
01-07-2023,Mumbai,Maharashtra,MUM_30,P001,143.6,0,None,143.6
01-08-2023,Mumbai,Maharashtra,MUM_01,P001,148.32,22.25,None,126.07
01-08-2023,Mumbai,Maharashtra,MUM_02,P001,146.49,7.32,Percentage Discount,139.17
01-08-2023,Mumbai,Maharashtra,MUM_03,P001,148,7.4,Percentage Discount,140.6
01-08-2023,Mumbai,Maharashtra,MUM_04,P001,135.48,6.77,None,128.71
01-08-2023,Mumbai,Maharashtra,MUM_05,P001,144.47,21.67,Percentage Discount,122.8
01-08-2023,Mumbai,Maharashtra,MUM_06,P001,144.36,7.22,Buy One Get One Free,137.14
01-08-2023,Mumbai,Maharashtra,MUM_07,P001,137.76,6.89,Buy One Get One Free,130.87
01-08-2023,Mumbai,Maharashtra,MUM_08,P001,141.57,14.16,Percentage Discount,127.41
01-08-2023,Mumbai,Maharashtra,MUM_09,P001,138.13,0,None,138.13
01-08-2023,Mumbai,Maharashtra,MUM_10,P001,134.34,6.72,Buy One Get One Free,127.62
01-08-2023,Mumbai,Maharashtra,MUM_11,P001,142.22,14.22,Percentage Discount,128
01-08-2023,Mumbai,Maharashtra,MUM_12,P001,138.64,6.93,None,131.71
01-08-2023,Mumbai,Maharashtra,MUM_13,P001,138.21,0,None,138.21
01-08-2023,Mumbai,Maharashtra,MUM_14,P001,138.56,13.86,None,124.7
01-08-2023,Mumbai,Maharashtra,MUM_15,P001,146.13,7.31,Percentage Discount,138.82
01-08-2023,Mumbai,Maharashtra,MUM_16,P001,147.7,22.15,Percentage Discount,125.55
01-08-2023,Mumbai,Maharashtra,MUM_17,P001,139.88,13.99,Percentage Discount,125.89
01-08-2023,Mumbai,Maharashtra,MUM_18,P001,139.56,6.98,Buy One Get One Free,132.58
01-08-2023,Mumbai,Maharashtra,MUM_19,P001,146.69,14.67,None,132.02
01-08-2023,Mumbai,Maharashtra,MUM_20,P001,141.88,7.09,Percentage Discount,134.79
01-08-2023,Mumbai,Maharashtra,MUM_21,P001,138.31,13.83,None,124.48
01-08-2023,Mumbai,Maharashtra,MUM_22,P001,137.06,0,None,137.06
01-08-2023,Mumbai,Maharashtra,MUM_23,P001,146.09,14.61,None,131.48
01-08-2023,Mumbai,Maharashtra,MUM_24,P001,135.37,0,None,135.37
01-08-2023,Mumbai,Maharashtra,MUM_25,P001,138,6.9,None,131.1
01-08-2023,Mumbai,Maharashtra,MUM_26,P001,137.49,13.75,Percentage Discount,123.74
01-08-2023,Mumbai,Maharashtra,MUM_27,P001,135.03,13.5,Buy One Get One Free,121.53
01-08-2023,Mumbai,Maharashtra,MUM_28,P001,140.35,14.04,None,126.31
01-08-2023,Mumbai,Maharashtra,MUM_29,P001,148.04,7.4,Buy One Get One Free,140.64
01-08-2023,Mumbai,Maharashtra,MUM_30,P001,144.47,14.45,Buy One Get One Free,130.02
01-09-2023,Mumbai,Maharashtra,MUM_01,P001,146.66,14.67,Buy One Get One Free,131.99
01-09-2023,Mumbai,Maharashtra,MUM_02,P001,144.37,0,None,144.37
01-09-2023,Mumbai,Maharashtra,MUM_03,P001,145.58,14.56,Percentage Discount,131.02
01-09-2023,Mumbai,Maharashtra,MUM_04,P001,146.44,21.97,Buy One Get One Free,124.47
01-09-2023,Mumbai,Maharashtra,MUM_05,P001,143.87,14.39,None,129.48
01-09-2023,Mumbai,Maharashtra,MUM_06,P001,147.23,14.72,None,132.51
01-09-2023,Mumbai,Maharashtra,MUM_07,P001,145.02,21.75,Percentage Discount,123.27
01-09-2023,Mumbai,Maharashtra,MUM_08,P001,140.91,21.14,None,119.77
01-09-2023,Mumbai,Maharashtra,MUM_09,P001,142.95,7.15,Buy One Get One Free,135.8
01-09-2023,Mumbai,Maharashtra,MUM_10,P001,135.5,13.55,None,121.95
01-09-2023,Mumbai,Maharashtra,MUM_11,P001,136.55,0,None,136.55
01-09-2023,Mumbai,Maharashtra,MUM_12,P001,141.72,7.09,Buy One Get One Free,134.63
01-09-2023,Mumbai,Maharashtra,MUM_13,P001,142.71,7.14,None,135.57
01-09-2023,Mumbai,Maharashtra,MUM_14,P001,142.89,21.43,Buy One Get One Free,121.46
01-09-2023,Mumbai,Maharashtra,MUM_15,P001,142.1,14.21,None,127.89
01-09-2023,Mumbai,Maharashtra,MUM_16,P001,146.25,7.31,Percentage Discount,138.94
01-09-2023,Mumbai,Maharashtra,MUM_17,P001,139.04,13.9,Buy One Get One Free,125.14
01-09-2023,Mumbai,Maharashtra,MUM_18,P001,135.34,6.77,None,128.57
01-09-2023,Mumbai,Maharashtra,MUM_19,P001,137,6.85,Percentage Discount,130.15
01-09-2023,Mumbai,Maharashtra,MUM_20,P001,148.02,0,None,148.02
01-09-2023,Mumbai,Maharashtra,MUM_21,P001,141.4,14.14,None,127.26
01-09-2023,Mumbai,Maharashtra,MUM_22,P001,146.93,14.69,None,132.24
01-09-2023,Mumbai,Maharashtra,MUM_23,P001,135.97,20.4,Buy One Get One Free,115.57
01-09-2023,Mumbai,Maharashtra,MUM_24,P001,140.1,7,Percentage Discount,133.1
01-09-2023,Mumbai,Maharashtra,MUM_25,P001,138.78,20.82,Percentage Discount,117.96
01-09-2023,Mumbai,Maharashtra,MUM_26,P001,140.44,0,None,140.44
01-09-2023,Mumbai,Maharashtra,MUM_27,P001,144.33,0,None,144.33
01-09-2023,Mumbai,Maharashtra,MUM_28,P001,141.51,21.23,Buy One Get One Free,120.28
01-09-2023,Mumbai,Maharashtra,MUM_29,P001,142.99,7.15,Percentage Discount,135.84
01-09-2023,Mumbai,Maharashtra,MUM_30,P001,143.01,7.15,Buy One Get One Free,135.86
01-10-2023,Mumbai,Maharashtra,MUM_01,P001,141.4,14.14,Percentage Discount,127.26
01-10-2023,Mumbai,Maharashtra,MUM_02,P001,134.25,0,None,134.25
01-10-2023,Mumbai,Maharashtra,MUM_03,P001,141.81,14.18,None,127.63
01-10-2023,Mumbai,Maharashtra,MUM_04,P001,139.38,13.94,Percentage Discount,125.44
01-10-2023,Mumbai,Maharashtra,MUM_05,P001,146.31,0,None,146.31
01-10-2023,Mumbai,Maharashtra,MUM_06,P001,138.5,6.93,None,131.57
01-10-2023,Mumbai,Maharashtra,MUM_07,P001,140.33,0,None,140.33
01-10-2023,Mumbai,Maharashtra,MUM_08,P001,141.45,14.14,Percentage Discount,127.31
01-10-2023,Mumbai,Maharashtra,MUM_09,P001,147.43,14.74,None,132.69
01-10-2023,Mumbai,Maharashtra,MUM_10,P001,146.01,7.3,Percentage Discount,138.71
01-10-2023,Mumbai,Maharashtra,MUM_11,P001,143.38,21.51,Buy One Get One Free,121.87
01-10-2023,Mumbai,Maharashtra,MUM_12,P001,135.62,13.56,Percentage Discount,122.06
01-10-2023,Mumbai,Maharashtra,MUM_13,P001,145.12,21.77,Buy One Get One Free,123.35
01-10-2023,Mumbai,Maharashtra,MUM_14,P001,135.51,6.78,None,128.73
01-10-2023,Mumbai,Maharashtra,MUM_15,P001,134.32,20.15,Percentage Discount,114.17
01-10-2023,Mumbai,Maharashtra,MUM_16,P001,140.68,21.1,None,119.58
01-10-2023,Mumbai,Maharashtra,MUM_17,P001,142.08,0,None,142.08
01-10-2023,Mumbai,Maharashtra,MUM_18,P001,142.57,21.39,Percentage Discount,121.18
01-10-2023,Mumbai,Maharashtra,MUM_19,P001,137.06,13.71,Buy One Get One Free,123.35
01-10-2023,Mumbai,Maharashtra,MUM_20,P001,141.24,21.19,Buy One Get One Free,120.05
01-10-2023,Mumbai,Maharashtra,MUM_21,P001,141.19,14.12,None,127.07
01-10-2023,Mumbai,Maharashtra,MUM_22,P001,142.06,21.31,Buy One Get One Free,120.75
01-10-2023,Mumbai,Maharashtra,MUM_23,P001,136.45,6.82,Percentage Discount,129.63
01-10-2023,Mumbai,Maharashtra,MUM_24,P001,139.49,13.95,Percentage Discount,125.54
01-10-2023,Mumbai,Maharashtra,MUM_25,P001,141.11,7.06,Percentage Discount,134.05
01-10-2023,Mumbai,Maharashtra,MUM_26,P001,142,7.1,None,134.9
01-10-2023,Mumbai,Maharashtra,MUM_27,P001,145.14,14.51,Buy One Get One Free,130.63
01-10-2023,Mumbai,Maharashtra,MUM_28,P001,137.11,20.57,Buy One Get One Free,116.54
01-10-2023,Mumbai,Maharashtra,MUM_29,P001,134.2,13.42,Buy One Get One Free,120.78
01-10-2023,Mumbai,Maharashtra,MUM_30,P001,138.55,0,None,138.55
01-11-2023,Mumbai,Maharashtra,MUM_01,P001,140.25,7.01,None,133.24
01-11-2023,Mumbai,Maharashtra,MUM_02,P001,142.65,21.4,Percentage Discount,121.25
